Age_Group,Gender,Account Type,Balance_Bucket,Transaction_Size,Transaction Type,Loan_Size,Loan Type,Loan Status,Rate_Category,Card Type,CC_Utilization_Category,Feedback Type,Resolution Status
Pre-Retirement,Other,Current,Comfortable,Very Large,Transfer,Small,Mortgage,Rejected,High,AMEX,Low,Suggestion,Resolved
Pre-Retirement,Other,Savings,Mass-Market,Very Large,Transfer,Very Large,Auto,Closed,Low,Visa,Over-Limit,Praise,Resolved
Early Career,Female,Current,Mass-Market,Large,Withdrawal,Large,Personal,Closed,High,MasterCard,Low,Praise,Resolved
Pre-Retirement,Male,Savings,Comfortable,Large,Deposit,Medium,Auto,Closed,Low,Visa,Low,Complaint,Pending
Established,Male,Savings,Comfortable,Large,Withdrawal,Small,Personal,Closed,Low,MasterCard,Moderate,Complaint,Pending
Young Adult,Other,Savings,Comfortable,Large,Deposit,Very Large,Personal,Approved,Moderate,MasterCard,Over-Limit,Praise,Resolved
Pre-Retirement,Male,Current,Mass-Market,Very Large,Deposit,Very Large,Auto,Closed,Low,AMEX,Low,Complaint,Pending
Early Career,Female,Savings,Mass-Market,Very Large,Deposit,Medium,Auto,Approved,Low,AMEX,Moderate,Suggestion,Pending
Young Adult,Female,Current,Comfortable,Everyday,Deposit,Large,Personal,Closed,High,AMEX,High,Complaint,Pending
Pre-Retirement,Other,Current,Mass-Market,Very Large,Transfer,Large,Mortgage,Closed,Low,Visa,High,Complaint,Pending
Established,Male,Savings,Below-Minimum,Everyday,Transfer,Very Large,Mortgage,Closed,High,AMEX,Low,Praise,Pending
Pre-Retirement,Female,Current,Comfortable,Very Large,Withdrawal,Medium,Mortgage,Closed,Moderate,MasterCard,Low,Suggestion,Pending
Pre-Retirement,Female,Savings,Comfortable,Large,Deposit,Medium,Personal,Rejected,High,Visa,High,Praise,Pending
Pre-Retirement,Female,Current,Comfortable,Very Large,Withdrawal,Small,Personal,Closed,High,MasterCard,Low,Praise,Resolved
Established,Male,Savings,Comfortable,Very Large,Withdrawal,Very Large,Mortgage,Approved,Moderate,MasterCard,High,Complaint,Resolved
Pre-Retirement,Other,Savings,Mass-Market,Large,Transfer,Very Large,Auto,Closed,Moderate,AMEX,Over-Limit,Suggestion,Pending
Pre-Retirement,Other,Savings,Below-Minimum,Everyday,Withdrawal,Large,Auto,Rejected,High,MasterCard,Low,Suggestion,Resolved
Early Career,Female,Savings,Comfortable,Very Large,Withdrawal,Large,Auto,Approved,Moderate,MasterCard,Low,Suggestion,Pending
Young Adult,Other,Savings,Mass-Market,Very Large,Withdrawal,Medium,Personal,Approved,Low,AMEX,Low,Suggestion,Resolved
Senior,Female,Current,Comfortable,Very Large,Deposit,Large,Personal,Rejected,High,MasterCard,Low,Complaint,Resolved
Young Adult,Female,Current,Mass-Market,Large,Deposit,Large,Auto,Closed,Low,Visa,High,Praise,Pending
Established,Male,Savings,Comfortable,Everyday,Withdrawal,Large,Personal,Closed,Low,MasterCard,Moderate,Complaint,Pending
Pre-Retirement,Female,Current,Comfortable,Large,Withdrawal,Small,Auto,Approved,High,MasterCard,High,Praise,Resolved
Early Career,Female,Current,Comfortable,Large,Deposit,Very Large,Mortgage,Approved,Moderate,MasterCard,Over-Limit,Complaint,Resolved
Pre-Retirement,Male,Savings,Comfortable,Very Large,Deposit,Very Large,Mortgage,Approved,Moderate,AMEX,Low,Complaint,Resolved
Pre-Retirement,Male,Savings,Comfortable,Everyday,Withdrawal,Medium,Auto,Approved,Moderate,MasterCard,Moderate,Complaint,Pending
Established,Other,Savings,Comfortable,Very Large,Withdrawal,Very Large,Personal,Rejected,Low,MasterCard,Over-Limit,Praise,Pending
Young Adult,Male,Savings,Below-Minimum,Very Large,Deposit,Very Large,Mortgage,Approved,High,MasterCard,Low,Suggestion,Resolved
Pre-Retirement,Female,Savings,Mass-Market,Large,Deposit,Medium,Auto,Approved,Moderate,MasterCard,Moderate,Complaint,Resolved
Senior,Male,Current,Comfortable,Large,Deposit,Very Large,Mortgage,Approved,Moderate,AMEX,High,Praise,Pending
Senior,Male,Current,Mass-Market,Large,Deposit,Medium,Personal,Closed,High,AMEX,Moderate,Praise,Pending
Early Career,Other,Current,Comfortable,Large,Withdrawal,Large,Mortgage,Rejected,High,MasterCard,Low,Suggestion,Resolved
Early Career,Male,Savings,Comfortable,Large,Deposit,Large,Mortgage,Closed,Moderate,MasterCard,Over-Limit,Complaint,Pending
Established,Female,Current,Below-Minimum,Very Large,Deposit,Very Large,Auto,Closed,Moderate,MasterCard,High,Complaint,Resolved
Senior,Female,Savings,Mass-Market,Very Large,Deposit,Large,Mortgage,Rejected,High,AMEX,Moderate,Praise,Pending
Early Career,Female,Savings,Mass-Market,Large,Transfer,Large,Mortgage,Closed,Moderate,MasterCard,Low,Praise,Resolved
Established,Male,Savings,Mass-Market,Large,Transfer,Very Large,Personal,Approved,High,Visa,Low,Suggestion,Pending
Established,Male,Savings,Below-Minimum,Large,Deposit,Very Large,Personal,Approved,Moderate,AMEX,Over-Limit,Complaint,Pending
Pre-Retirement,Female,Current,Mass-Market,Very Large,Withdrawal,Small,Mortgage,Approved,Moderate,AMEX,Low,Complaint,Resolved
Pre-Retirement,Male,Savings,Comfortable,Large,Deposit,Large,Mortgage,Rejected,High,MasterCard,Moderate,Praise,Resolved
Early Career,Other,Current,Comfortable,Very Large,Deposit,Medium,Auto,Approved,Low,MasterCard,Low,Praise,Resolved
Pre-Retirement,Other,Savings,Comfortable,Everyday,Deposit,Medium,Mortgage,Approved,Moderate,MasterCard,Low,Suggestion,Resolved
Early Career,Other,Current,Mass-Market,Very Large,Deposit,Large,Auto,Closed,High,Visa,Low,Complaint,Resolved
Senior,Other,Current,Below-Minimum,Very Large,Transfer,Medium,Personal,Approved,High,MasterCard,Moderate,Praise,Resolved
Established,Female,Savings,Below-Minimum,Very Large,Deposit,Small,Personal,Rejected,High,AMEX,Low,Complaint,Pending
Pre-Retirement,Male,Current,Comfortable,Everyday,Deposit,Very Large,Mortgage,Closed,Moderate,AMEX,Moderate,Praise,Resolved
Pre-Retirement,Other,Current,Comfortable,Very Large,Transfer,Large,Auto,Rejected,High,MasterCard,Low,Praise,Resolved
Established,Female,Savings,Comfortable,Large,Deposit,Very Large,Auto,Rejected,Low,AMEX,Moderate,Praise,Resolved
Early Career,Other,Current,Mass-Market,Very Large,Withdrawal,Large,Mortgage,Closed,Moderate,Visa,Low,Suggestion,Resolved
Established,Male,Current,Mass-Market,Very Large,Transfer,Very Large,Auto,Rejected,Moderate,Visa,Low,Suggestion,Resolved
Pre-Retirement,Other,Current,Mass-Market,Very Large,Deposit,Large,Mortgage,Approved,Low,Visa,Low,Suggestion,Resolved
Young Adult,Other,Savings,Mass-Market,Very Large,Withdrawal,Medium,Personal,Rejected,High,MasterCard,Low,Suggestion,Resolved
Young Adult,Other,Savings,Comfortable,Very Large,Deposit,Large,Mortgage,Closed,Moderate,AMEX,Low,Complaint,Pending
Established,Other,Current,Comfortable,Everyday,Deposit,Very Large,Personal,Closed,High,AMEX,Moderate,Praise,Pending
Pre-Retirement,Male,Current,Comfortable,Large,Withdrawal,Medium,Personal,Approved,Moderate,AMEX,Moderate,Praise,Resolved
Pre-Retirement,Female,Current,Comfortable,Very Large,Withdrawal,Medium,Personal,Approved,Moderate,AMEX,Moderate,Suggestion,Resolved
Pre-Retirement,Other,Current,Mass-Market,Very Large,Withdrawal,Large,Auto,Rejected,Low,MasterCard,High,Praise,Pending
Young Adult,Female,Savings,Below-Minimum,Very Large,Deposit,Large,Auto,Closed,Moderate,AMEX,Moderate,Suggestion,Resolved
Pre-Retirement,Male,Current,Mass-Market,Large,Withdrawal,Large,Mortgage,Closed,Moderate,MasterCard,High,Praise,Pending
Established,Male,Current,Comfortable,Very Large,Withdrawal,Very Large,Auto,Approved,High,AMEX,Low,Suggestion,Pending
Early Career,Other,Current,Comfortable,Large,Deposit,Small,Auto,Rejected,Moderate,Visa,Moderate,Complaint,Pending
Established,Female,Savings,Mass-Market,Large,Deposit,Large,Auto,Approved,Moderate,MasterCard,Moderate,Complaint,Resolved
Pre-Retirement,Other,Current,Below-Minimum,Everyday,Deposit,Very Large,Personal,Approved,High,MasterCard,Low,Complaint,Pending
Early Career,Male,Current,Mass-Market,Very Large,Deposit,Medium,Personal,Approved,Low,AMEX,Over-Limit,Suggestion,Resolved
Established,Other,Savings,Mass-Market,Very Large,Transfer,Medium,Personal,Closed,High,AMEX,Moderate,Praise,Pending
Established,Other,Current,Comfortable,Everyday,Deposit,Medium,Personal,Closed,Moderate,AMEX,Moderate,Praise,Pending
Established,Female,Current,Comfortable,Large,Withdrawal,Small,Personal,Closed,Moderate,Visa,High,Suggestion,Pending
Young Adult,Male,Current,Comfortable,Very Large,Withdrawal,Large,Auto,Closed,Moderate,Visa,Moderate,Suggestion,Resolved
Young Adult,Other,Savings,Below-Minimum,Very Large,Deposit,Large,Mortgage,Rejected,Moderate,MasterCard,Low,Praise,Pending
Pre-Retirement,Other,Savings,Comfortable,Large,Withdrawal,Very Large,Auto,Closed,Low,MasterCard,Low,Complaint,Resolved
Established,Other,Current,Comfortable,Everyday,Withdrawal,Small,Mortgage,Rejected,Moderate,MasterCard,Moderate,Suggestion,Resolved
Established,Female,Current,Comfortable,Very Large,Transfer,Large,Personal,Closed,Moderate,Visa,Over-Limit,Complaint,Resolved
Young Adult,Male,Savings,Below-Minimum,Everyday,Transfer,Very Large,Mortgage,Closed,Moderate,MasterCard,Over-Limit,Suggestion,Pending
Established,Other,Savings,Comfortable,Everyday,Deposit,Very Large,Auto,Closed,Moderate,MasterCard,Low,Suggestion,Pending
Established,Other,Current,Comfortable,Very Large,Transfer,Small,Auto,Closed,High,MasterCard,Moderate,Complaint,Resolved
Pre-Retirement,Other,Current,Comfortable,Large,Withdrawal,Small,Auto,Rejected,High,AMEX,High,Praise,Resolved
Young Adult,Male,Current,Comfortable,Very Large,Deposit,Very Large,Personal,Approved,Moderate,Visa,Over-Limit,Praise,Pending
Pre-Retirement,Female,Savings,Mass-Market,Very Large,Deposit,Medium,Auto,Approved,Low,MasterCard,Low,Complaint,Pending
Early Career,Female,Savings,Below-Minimum,Very Large,Withdrawal,Large,Auto,Approved,High,MasterCard,Low,Suggestion,Resolved
Pre-Retirement,Other,Savings,Mass-Market,Everyday,Withdrawal,Medium,Personal,Closed,High,Visa,High,Suggestion,Resolved
Pre-Retirement,Other,Savings,Mass-Market,Everyday,Withdrawal,Medium,Auto,Approved,High,AMEX,Moderate,Complaint,Pending
Early Career,Female,Savings,Below-Minimum,Everyday,Withdrawal,Medium,Personal,Rejected,Low,MasterCard,Low,Complaint,Pending
Pre-Retirement,Female,Current,Mass-Market,Very Large,Transfer,Very Large,Auto,Rejected,High,AMEX,Low,Praise,Resolved
Early Career,Female,Current,Comfortable,Large,Withdrawal,Large,Personal,Rejected,Low,MasterCard,High,Praise,Pending
Established,Other,Current,Comfortable,Large,Deposit,Medium,Personal,Approved,Low,MasterCard,Moderate,Suggestion,Pending
Pre-Retirement,Other,Savings,Comfortable,Very Large,Transfer,Small,Auto,Rejected,Moderate,MasterCard,Over-Limit,Praise,Pending
Established,Female,Current,Mass-Market,Everyday,Deposit,Large,Mortgage,Closed,High,AMEX,Moderate,Complaint,Resolved
Pre-Retirement,Female,Savings,Below-Minimum,Large,Withdrawal,Medium,Auto,Rejected,Low,Visa,Over-Limit,Praise,Resolved
Pre-Retirement,Male,Savings,Mass-Market,Very Large,Withdrawal,Small,Mortgage,Approved,High,Visa,Low,Complaint,Pending
Senior,Other,Current,Comfortable,Everyday,Deposit,Medium,Auto,Approved,Low,AMEX,Low,Praise,Pending
Early Career,Male,Current,Mass-Market,Very Large,Deposit,Medium,Auto,Approved,Low,MasterCard,High,Suggestion,Resolved
Early Career,Female,Current,Mass-Market,Very Large,Withdrawal,Large,Mortgage,Approved,Moderate,AMEX,Low,Praise,Pending
Senior,Other,Current,Below-Minimum,Everyday,Transfer,Very Large,Personal,Rejected,Moderate,Visa,Low,Praise,Resolved
Pre-Retirement,Other,Current,Comfortable,Large,Withdrawal,Medium,Mortgage,Rejected,Low,Visa,Low,Complaint,Pending
Young Adult,Male,Savings,Mass-Market,Everyday,Transfer,Medium,Mortgage,Closed,Low,Visa,Moderate,Complaint,Resolved
Established,Male,Savings,Mass-Market,Large,Withdrawal,Large,Personal,Rejected,Low,MasterCard,Moderate,Complaint,Resolved
Pre-Retirement,Male,Savings,Comfortable,Large,Transfer,Medium,Auto,Closed,Moderate,Visa,High,Suggestion,Resolved
Early Career,Male,Current,Comfortable,Large,Withdrawal,Very Large,Mortgage,Approved,Low,AMEX,Over-Limit,Suggestion,Resolved
Established,Other,Current,Mass-Market,Everyday,Deposit,Medium,Mortgage,Closed,Moderate,MasterCard,Moderate,Praise,Resolved
Young Adult,Female,Current,Comfortable,Large,Deposit,Medium,Mortgage,Rejected,Low,Visa,Low,Complaint,Pending
Established,Female,Current,Mass-Market,Very Large,Withdrawal,Large,Auto,Approved,Moderate,Visa,Moderate,Praise,Resolved
Senior,Female,Savings,Comfortable,Everyday,Withdrawal,Large,Mortgage,Rejected,High,MasterCard,High,Complaint,Pending
Pre-Retirement,Male,Current,Comfortable,Very Large,Transfer,Large,Auto,Approved,Low,Visa,Low,Praise,Pending
Early Career,Female,Current,Comfortable,Very Large,Transfer,Very Large,Mortgage,Closed,Moderate,MasterCard,Low,Suggestion,Resolved
Senior,Male,Current,Mass-Market,Large,Withdrawal,Medium,Mortgage,Rejected,Low,MasterCard,Over-Limit,Complaint,Resolved
Established,Male,Current,Comfortable,Very Large,Transfer,Medium,Personal,Approved,High,Visa,Moderate,Suggestion,Resolved
Senior,Female,Current,Comfortable,Everyday,Deposit,Medium,Mortgage,Rejected,High,MasterCard,Over-Limit,Suggestion,Resolved
Established,Female,Savings,Comfortable,Everyday,Deposit,Large,Personal,Approved,Low,MasterCard,Low,Suggestion,Resolved
Young Adult,Female,Current,Comfortable,Large,Withdrawal,Large,Personal,Rejected,Low,AMEX,Moderate,Praise,Pending
Senior,Other,Current,Mass-Market,Large,Deposit,Large,Auto,Closed,Low,Visa,Low,Praise,Resolved
Senior,Male,Current,Mass-Market,Very Large,Transfer,Medium,Mortgage,Rejected,Moderate,Visa,Low,Praise,Pending
Established,Other,Savings,Comfortable,Very Large,Withdrawal,Large,Mortgage,Rejected,Moderate,MasterCard,Over-Limit,Suggestion,Resolved
Established,Female,Current,Mass-Market,Very Large,Deposit,Very Large,Personal,Approved,Moderate,Visa,Moderate,Praise,Resolved
Pre-Retirement,Other,Savings,Below-Minimum,Everyday,Withdrawal,Large,Personal,Rejected,Moderate,AMEX,Low,Suggestion,Pending
Pre-Retirement,Other,Savings,Mass-Market,Very Large,Deposit,Very Large,Auto,Closed,Low,AMEX,Low,Praise,Resolved
Young Adult,Female,Current,Below-Minimum,Large,Deposit,Medium,Auto,Rejected,Moderate,AMEX,Moderate,Suggestion,Pending
Pre-Retirement,Female,Current,Comfortable,Large,Deposit,Very Large,Personal,Approved,Low,AMEX,Over-Limit,Suggestion,Pending
Pre-Retirement,Male,Current,Comfortable,Very Large,Deposit,Small,Mortgage,Rejected,High,Visa,Moderate,Complaint,Resolved
Young Adult,Male,Current,Comfortable,Large,Withdrawal,Large,Auto,Closed,Low,MasterCard,Over-Limit,Complaint,Pending
Established,Other,Savings,Comfortable,Very Large,Deposit,Very Large,Mortgage,Rejected,Low,MasterCard,Low,Suggestion,Pending
Early Career,Female,Savings,Comfortable,Large,Deposit,Very Large,Personal,Approved,Moderate,AMEX,Over-Limit,Suggestion,Resolved
Pre-Retirement,Male,Savings,Comfortable,Everyday,Deposit,Medium,Personal,Rejected,Low,AMEX,Over-Limit,Complaint,Resolved
Established,Male,Savings,Below-Minimum,Everyday,Withdrawal,Large,Personal,Closed,High,AMEX,Moderate,Praise,Resolved
Established,Other,Current,Comfortable,Very Large,Deposit,Small,Auto,Rejected,High,Visa,Low,Praise,Resolved
Established,Other,Current,Comfortable,Very Large,Deposit,Very Large,Auto,Approved,Moderate,MasterCard,Low,Complaint,Pending
Early Career,Other,Savings,Comfortable,Large,Deposit,Medium,Personal,Closed,High,MasterCard,Over-Limit,Praise,Resolved
Established,Female,Savings,Mass-Market,Everyday,Withdrawal,Large,Mortgage,Rejected,High,MasterCard,Moderate,Suggestion,Pending
Senior,Male,Savings,Below-Minimum,Very Large,Deposit,Very Large,Auto,Closed,Low,Visa,High,Complaint,Pending
Early Career,Male,Savings,Comfortable,Large,Deposit,Very Large,Personal,Approved,High,AMEX,Moderate,Suggestion,Resolved
Established,Male,Current,Comfortable,Everyday,Withdrawal,Medium,Personal,Closed,High,AMEX,Moderate,Suggestion,Resolved
Established,Other,Savings,Comfortable,Large,Transfer,Medium,Mortgage,Closed,Low,AMEX,Low,Complaint,Resolved
Senior,Female,Savings,Comfortable,Everyday,Withdrawal,Medium,Auto,Closed,High,MasterCard,High,Suggestion,Pending
Pre-Retirement,Other,Savings,Below-Minimum,Very Large,Transfer,Large,Auto,Approved,High,Visa,Low,Complaint,Resolved
Pre-Retirement,Other,Savings,Below-Minimum,Very Large,Transfer,Very Large,Personal,Closed,High,Visa,Moderate,Complaint,Pending
Young Adult,Female,Current,Comfortable,Very Large,Transfer,Medium,Personal,Rejected,Low,Visa,Low,Suggestion,Resolved
Young Adult,Female,Savings,Below-Minimum,Large,Transfer,Medium,Auto,Closed,Low,MasterCard,Moderate,Complaint,Resolved
Senior,Other,Savings,Below-Minimum,Large,Transfer,Medium,Personal,Rejected,High,AMEX,Moderate,Complaint,Pending
Senior,Female,Savings,Comfortable,Very Large,Withdrawal,Large,Mortgage,Closed,Moderate,MasterCard,Low,Complaint,Pending
Young Adult,Other,Savings,Comfortable,Very Large,Deposit,Very Large,Personal,Rejected,Moderate,Visa,High,Complaint,Resolved
Pre-Retirement,Male,Savings,Mass-Market,Very Large,Withdrawal,Small,Mortgage,Approved,High,Visa,Low,Praise,Pending
Early Career,Female,Current,Comfortable,Large,Withdrawal,Large,Auto,Approved,Low,AMEX,Over-Limit,Suggestion,Pending
Senior,Male,Savings,Comfortable,Very Large,Deposit,Very Large,Personal,Closed,Moderate,AMEX,Moderate,Praise,Pending
Early Career,Female,Savings,Comfortable,Everyday,Deposit,Very Large,Auto,Rejected,Moderate,MasterCard,High,Complaint,Pending
Early Career,Other,Savings,Comfortable,Everyday,Withdrawal,Medium,Auto,Closed,Low,Visa,High,Praise,Pending
Pre-Retirement,Other,Savings,Comfortable,Large,Withdrawal,Large,Mortgage,Closed,Moderate,MasterCard,Moderate,Suggestion,Resolved
Established,Other,Current,Comfortable,Large,Withdrawal,Very Large,Personal,Closed,High,Visa,Moderate,Suggestion,Resolved
Established,Other,Current,Below-Minimum,Large,Withdrawal,Medium,Auto,Rejected,Low,Visa,Low,Praise,Resolved
Young Adult,Other,Current,Mass-Market,Large,Deposit,Very Large,Mortgage,Rejected,High,Visa,Low,Praise,Resolved
Pre-Retirement,Other,Savings,Below-Minimum,Everyday,Transfer,Medium,Mortgage,Closed,High,MasterCard,Over-Limit,Complaint,Pending
Established,Female,Current,Below-Minimum,Very Large,Withdrawal,Medium,Mortgage,Approved,High,Visa,Moderate,Praise,Pending
Established,Female,Savings,Mass-Market,Large,Transfer,Very Large,Auto,Approved,Moderate,AMEX,Over-Limit,Suggestion,Pending
Pre-Retirement,Male,Current,Mass-Market,Everyday,Transfer,Very Large,Auto,Approved,High,AMEX,Moderate,Complaint,Resolved
Established,Female,Current,Mass-Market,Everyday,Withdrawal,Small,Mortgage,Rejected,High,MasterCard,Moderate,Complaint,Pending
Senior,Female,Current,Mass-Market,Large,Withdrawal,Medium,Personal,Rejected,High,Visa,Moderate,Complaint,Resolved
Established,Male,Current,Mass-Market,Very Large,Deposit,Very Large,Mortgage,Closed,Moderate,AMEX,Low,Complaint,Pending
Established,Male,Savings,Mass-Market,Large,Transfer,Medium,Auto,Rejected,Moderate,AMEX,Moderate,Praise,Resolved
Established,Other,Current,Mass-Market,Everyday,Withdrawal,Small,Personal,Closed,Low,Visa,Low,Suggestion,Resolved
Early Career,Male,Current,Below-Minimum,Large,Withdrawal,Medium,Mortgage,Approved,Low,Visa,Low,Complaint,Resolved
Pre-Retirement,Male,Savings,Mass-Market,Everyday,Deposit,Very Large,Auto,Closed,Moderate,AMEX,Low,Complaint,Pending
Early Career,Female,Current,Comfortable,Very Large,Withdrawal,Very Large,Auto,Rejected,Low,AMEX,Over-Limit,Complaint,Resolved
Pre-Retirement,Other,Current,Below-Minimum,Very Large,Transfer,Medium,Mortgage,Approved,Moderate,AMEX,High,Suggestion,Pending
Established,Male,Current,Comfortable,Everyday,Withdrawal,Medium,Personal,Rejected,High,AMEX,Over-Limit,Praise,Pending
